IATA	lat	lon	ICAO	time_zone	name	city	country
'NSO'	-32.03720093	150.8320007	'YSCO'	'Australia/Sydney'	'Scone Airport'	'Scone'	'Australia'
'DGE'	-32.5625	149.6109924	'YMDG'	'Australia/Sydney'	'Mudgee Airport'	'Mudgee'	'Australia'
'MTL'	-32.70330048	151.4880066	'YMND'	'Australia/Sydney'	'Maitland Airport'	'Maitland'	'Australia'
'CPX'	18.313289	-65.304324	'TJCP'	'America/Puerto_Rico'	'Benjamin Rivera Noriega Airport'	'Culebra Island'	'Puerto Rico'
'\N'	46.30360031	7.823329926	'LSTA'	'Europe/Zurich'	'Raron Airport'	'Raron'	'Switzerland'
'\N'	53.9604611	27.6505961	'UMMB'	'Europe/Minsk'	'Borovaya Airfield'	'Minsk'	'Belarus'
'\N'	47.57419968	9.047499657	'LSPA'	'Europe/Zurich'	'Amlikon Glider Airport'	'Amlikon'	'Switzerland'
'\N'	47.5243988	9.003060341	'LSZT'	'Europe/Zurich'	'Lommis Airfield'	'Lommis'	'Switzerland'
'MWA'	37.75500107	-89.01110077	'KMWA'	'America/Chicago'	'Williamson County Regional Airport'	'Marion'	'United States'
'BMQ'	30.73889923	-98.23860168	'KBMQ'	'America/Chicago'	'Burnet Municipal Kate Craddock Field'	'Bamburi'	'Kenya'
'OKB'	33.21730042	-117.3539963	'KOKB'	'America/Los_Angeles'	'Oceanside Municipal Airport'	'Fraser Island'	'Australia'
'\N'	51.634445	13.675556	'EDAS'	'Europe/Berlin'	'Flugplatz Finsterwalde/Heinrichsruh'	'Finsterwalde'	'Germany'
'KIK'	35.4695015	44.34889984	'ORKK'	'Asia/Baghdad'	'Kirkuk Air Base'	'Kirkuk'	'Iraq'
'IUD'	25.11730003	51.31499863	'OTBH'	'Asia/Qatar'	'Al Udeid Air Base'	'Doha'	'Qatar'
'GBZ'	-36.24140167	175.4720001	'NZGB'	'Pacific/Auckland'	'Great Barrier Aerodrome'	'Claris'	'New Zealand'
'IMT'	45.81840134	-88.11450195	'KIMT'	'America/Chicago'	'Ford Airport'	'Iron Mountain'	'United States'
'\N'	46.53390121	-87.56140137	'KMQT'	'America/New_York'	'Marquette Airport'	'Marquette'	'United States'
'AET'	66.55180359	-152.621994	'PFAL'	'America/Anchorage'	'Allakaket Airport'	'Allakaket'	'United States'
'\N'	51.616112	6.865278	'EDLD'	'Europe/Berlin'	'Dinslaken/Schwarze Heide Airport'	'Dinslaken'	'Germany'
'\N'	51.80666733	9.378333092	'EDVI'	'Europe/Berlin'	'Höxter-Holzminden Airport'	'Hoexter Holzminden'	'Germany'
'\N'	34.36940002	139.2689972	'RJAN'	'Asia/Tokyo'	'Niijima Airport'	'Niijima'	'Japan'
'MGC'	41.70330048	-86.82119751	'KMGC'	'America/Chicago'	'Michigan City Municipal Airport'	'Michigan City'	'United States'
'SWD'	60.12689972	-149.4190063	'PAWD'	'America/Anchorage'	'Seward Airport'	'Seward'	'United States'
'GRM'	47.8382988	-90.38289642	'KCKC'	'America/Chicago'	'Grand Marais Cook County Airport'	'Grand Marais'	'United States'
'AUW'	44.92620087	-89.62660217	'KAUW'	'America/Chicago'	'Wausau Downtown Airport'	'Wausau'	'United States'
'\N'	55.70029831	11.25	'EKKL'	'Europe/Copenhagen'	'Kalundborg Airport'	'Kalundborg'	'Denmark'
'MYP'	37.6194	61.896702	'UTAM'	'Asia/Ashgabat'	'Mary Airport'	'Mary'	'Turkmenistan'
'\N'	-17.54529953	128.3070068	'YBUU'	'Australia/Perth'	'Bungle Bungle Airport'	'Bungle Bungle'	'Australia'
'LKS'	50.3246994	14.25889969	'LKSZ'	'Europe/Prague'	'Sazená Airport'	'Sazena'	'Czech Republic'
'\N'	-17.91699982	25.81699944	'FVSV'	'Africa/Harare'	'Spray View Airport'	'Spray View'	'Zimbabwe'
'MVA'	65.65579987	-16.91810036	'BIRL'	'Atlantic/Reykjavik'	'Reykjahlíð Airport'	'Myvatn'	'Iceland'
'QSA'	41.52090073	2.105079889	'LELL'	'Europe/Madrid'	'Sabadell Airport'	'Sabadell'	'Spain'
'WSY'	-20.27611	148.755	'YWHI'	'Australia/Brisbane'	'Whitsunday Island Airport'	'Airlie Beach'	'Australia'
'MIE'	40.24229813	-85.39589691	'KMIE'	'America/New_York'	'Delaware County Johnson Field'	'Muncie'	'United States'
'LAF'	40.41230011	-86.93689728	'KLAF'	'America/New_York'	'Purdue University Airport'	'Lafayette'	'United States'
'\N'	38.88190079	-83.88269806	'KGEO'	'America/New_York'	'Brown County Airport'	'Georgetown'	'United States'
'VGT'	36.21070099	-115.1940002	'KVGT'	'America/Los_Angeles'	'North Las Vegas Airport'	'Las Vegas'	'United States'
'ENW'	42.59569931	-87.92780304	'KENW'	'America/Chicago'	'Kenosha Regional Airport'	'Kenosha'	'United States'
'MTJ'	38.50979996	-107.8939972	'KMTJ'	'America/Denver'	'Montrose Regional Airport'	'Montrose CO'	'United States'
'RIW'	43.06420136	-108.4599991	'KRIW'	'America/Denver'	'Riverton Regional Airport'	'Riverton WY'	'United States'
'PDT'	45.69509888	-118.8410034	'KPDT'	'America/Los_Angeles'	'Eastern Oregon Regional At Pendleton Airport'	'Pendleton'	'United States'
'LYM'	51.08	1.013	'EGMK'	'Europe/London'	'Lympne Airport'	'Lympne'	'United Kingdom'
'PKH'	37.297501	23.1478	'LGHL'	'Europe/Athens'	'Porto Cheli Airport'	'Porto Heli'	'Greece'
'\N'	47.292222	12.7875	'LOWZ'	'Europe/Vienna'	'Zell Am See Airport'	'Zell am See'	'Austria'
'\N'	-27.6406	152.712006	'YAMB'	'Australia/Brisbane'	'RAAF Base Amberley'	'Amberley'	'Australia'
'KTR'	-14.52110004	132.378006	'YPTN'	'Australia/Darwin'	'Tindal Airport'	'Katherine'	'Australia'
'\N'	-37.86360168	144.7460022	'YLVT'	'Australia/Hobart'	'RAAF Williams, Laverton Base'	'Laverton'	'Australia'
'NOA'	-34.94889832	150.5370026	'YSNW'	'Australia/Sydney'	'Nowra Airport'	'Nowra'	'Australia'
'UKC'	50.678404	25.487165	'UKLC'	'Europe/Kiev'	'Lutsk Airport'	'Lutsk'	'Ukraine'
'CEJ'	51.40219879	31.1583004	'UKRR'	'Europe/Kiev'	'Chernihiv Shestovitsa Airport'	'Chernigov'	'Ukraine'
'TNL'	49.5242	25.7001	'UKLT'	'Europe/Kiev'	'Ternopil International Airport'	'Ternopol'	'Ukraine'
'BQT'	52.108299	23.8981	'UMBB'	'Europe/Minsk'	'Brest Airport'	'Brest'	'Belarus'
'OSH'	43.9844017	-88.55699921	'KOSH'	'America/Chicago'	'Wittman Regional Airport'	'Oshkosh'	'United States'
'\N'	53.70666885	7.820278168	'EDXP'	'Europe/Berlin'	'Harle Airport'	'Harlesiel'	'Germany'
'AGE'	53.78277969	7.913888931	'EDWG'	'Europe/Berlin'	'Wangerooge Airport'	'Wangerooge'	'Germany'
'\N'	-31.6678009	116.0149994	'YPEA'	'Australia/Perth'	'RAAF Base Pearce'	'Perth'	'Australia'
'\N'	-36.73939896	144.3300018	'YBDG'	'Australia/Hobart'	'Bendigo Airport'	'Bendigo'	'Australia'
'EAT'	47.39889908	-120.2070007	'KEAT'	'America/Los_Angeles'	'Pangborn Memorial Airport'	'Wenatchee'	'United States'
'ARE'	18.45000076	-66.6753006	'TJAB'	'America/Puerto_Rico'	'Antonio Nery Juarbe Pol Airport'	'Arecibo'	'Puerto Rico'
'RIN'	-8.126390457	157.1430054	'AGRC'	'Pacific/Guadalcanal'	'Ringi Cove Airport'	'Ringi Cove'	'Solomon Islands'
'\N'	57.773	108.064	'UIKK'	'Asia/Irkutsk'	'Kirensk Airport'	'Kirensk'	'Russia'
'UKX'	56.8567009	105.7300034	'UITT'	'Asia/Irkutsk'	'Ust-Kut Airport'	'Ust-Kut'	'Russia'
'RMT'	-22.63725	-152.8059	'NTAM'	'\N'	'Rimatara Airport'	'Rimatara'	'French Polynesia'
'\N'	47.22669983	8.07806015	'LSPN'	'Europe/Zurich'	'Triengen Airport'	'Triengen'	'Switzerland'
'QLS'	46.54529953	6.616670132	'LSGL'	'Europe/Zurich'	'Lausanne-Blécherette Airport'	'Lausanne'	'Switzerland'
'\N'	47.37639999	8.757499695	'LSZK'	'Europe/Zurich'	'Speck-Fehraltorf Airport'	'Fehraltorf'	'Switzerland'
'ZJI'	46.16080093	8.878609657	'LSZL'	'Europe/Zurich'	'Locarno Airport'	'Locarno'	'Switzerland'
'QNC'	46.95750046	6.864719868	'LSGN'	'Europe/Zurich'	'Neuchatel Airport'	'Neuchatel'	'Switzerland'
'\N'	47.1983333	38.8491667	'URRT'	'Europe/Moscow'	'Taganrog Yuzhny Airport'	'Taganrog'	'Russia'
'GDZ'	44.58209263	38.01248074	'URKG'	'Europe/Moscow'	'Gelendzhik Airport'	'Gelendzhik'	'Russia'
'\N'	55.553299	38.150002	'UUBW'	'Europe/Moscow'	'Zhukovsky International Airport'	'Ramenskoe'	'Russia'
'\N'	48.52500153	135.1529999	'UHHT'	'Asia/Vladivostok'	'Khabarovsk Airport'	'Khabarovsk'	'Russia'
'\N'	50.60559845	137.0809937	'UHKD'	'Asia/Vladivostok'	'Dzemgi Airport'	'Komsomolsk-on-Amur'	'Russia'
'\N'	52.91500092	103.5749969	'UIIB'	'Asia/Irkutsk'	'Belaya Air Base'	'Sredniiy'	'Russia'
'IAR'	57.56069946	40.15739822	'UUDL'	'Europe/Moscow'	'Tunoshna Airport'	'Yaroslavl'	'Russia'
'OHE'	52.91277778	122.43	'ZYMH'	'Asia/Shanghai'	'Gu-Lian Airport'	'Mohe County'	'China'
'JNG'	35.292778	116.346667	'ZLJN'	'Asia/Shanghai'	'Jining Qufu Airport'	'Jining'	'China'
'DRK'	8.71889019	-83.64170074	'MRDK'	'America/Costa_Rica'	'Drake Bay Airport'	'Puntarenas'	'Costa Rica'
'\N'	44.45869827	18.72480011	'LQTZ'	'Europe/Sarajevo'	'Tuzla International Airport'	'Null'	'Bosnia and Herzegovina'
'\N'	32.76919937	-97.4414978	'KNFW'	'America/Chicago'	'NAS Fort Worth JRB/Carswell Field'	'Dallas'	'United States'
'NYT'	19.62350082	96.2009964	'VYEL'	'Asia/Rangoon'	'Naypyidaw Airport'	'Naypyidaw'	'Burma'
'\N'	21.40670013	94.13030243	'VYXG'	'Asia/Rangoon'	'Kyaukhtu South Airport'	'Kyauktu'	'Burma'
'ZXB'	70.96111111	-8.575833333	'ENJA'	'Arctic/Longyearbyen'	'Jan Mayensfield'	'Jan Mayen'	'Norway'
'\N'	11.1494	98.735901	'VYBP'	'Asia/Rangoon'	'Bokpyinn Airport'	'Bokepyin'	'Burma'
'WUA'	39.7934	106.7993	'ZBUH'	'Asia/Shanghai'	'Wuhai Airport'	'Wuhai'	'China'
'GYY'	41.61629868	-87.41280365	'KGYY'	'America/Chicago'	'Gary Chicago International Airport'	'Gary'	'United States'
'BRD'	46.39830017	-94.13809967	'KBRD'	'America/Chicago'	'Brainerd Lakes Regional Airport'	'Brainerd'	'United States'
'LWB'	37.85829926	-80.39949799	'KLWB'	'America/New_York'	'Greenbrier Valley Airport'	'Lewisburg'	'United States'
'PGV'	35.6352005	-77.38529968	'KPGV'	'America/New_York'	'Pitt Greenville Airport'	'Greenville'	'United States'
'CYF'	60.14920044	-164.2859955	'PACK'	'America/Anchorage'	'Chefornak Airport'	'Chefornak'	'United States'
'OXR'	34.20080185	-119.2070007	'KOXR'	'America/Los_Angeles'	'Oxnard Airport'	'Oxnard'	'United States'
'TEN'	27.883333	109.308889	'ZUTR'	'Asia/Shanghai'	'Tongren Fenghuang Airport'	'Tongren'	'China'
'NIU'	-16.1191	-146.3683	'NTKN'	'Pacific/Tahiti'	'Naiu Airport'	'Niau'	'French Polynesia'
'SCH'	42.85250092	-73.92890167	'KSCH'	'America/New_York'	'Schenectady County Airport'	'Scotia NY'	'United States'
'NBC'	55.56470108	52.09249878	'UWKE'	'Europe/Moscow'	'Begishevo Airport'	'Nizhnekamsk'	'Russia'
'\N'	51.657222	5.7077778	'EHVK'	'Europe/Amsterdam'	'Volkel Air Base'	'Volkel'	'Netherlands'
'IAO'	9.859100342	126.0139999	'RPNS'	'Asia/Manila'	'Siargao Airport'	'Siargao'	'Philippines'
'LGO'	53.74250031	7.497777939	'EDWL'	'Europe/Berlin'	'Langeoog Airport'	'Langeoog'	'Germany'
'\N'	47.08919907	7.289999962	'LSZP'	'Europe/Zurich'	'Biel-Kappelen Airport'	'Biel'	'Switzerland'
'NLP'	-25.5	30.91379929	'FANS'	'Africa/Johannesburg'	'Nelspruit Airport'	'Nelspruit'	'South Africa'
'CKC'	49.41559982	31.99530029	'UKKE'	'Europe/Kiev'	'Cherkasy International Airport'	'Cherkassy'	'Ukraine'
'UST'	29.95919991	-81.33979797	'KSGJ'	'America/New_York'	'Northeast Florida Regional Airport'	'St. Augustine Airport'	'United States'
'NLV'	47.05789948	31.9197998	'UKON'	'Europe/Kiev'	'Mykolaiv International Airport'	'Nikolayev'	'Ukraine'
'RHP'	27.3939991	86.06140137	'VNRC'	'Asia/Katmandu'	'Ramechhap Airport'	'Ramechhap'	'Nepal'
'STS'	38.50899887	-122.8130035	'KSTS'	'America/Los_Angeles'	'Charles M. Schulz Sonoma County Airport'	'Santa Rosa'	'United States'
'ISM'	28.28980064	-81.43710327	'KISM'	'America/New_York'	'Kissimmee Gateway Airport'	'Kissimmee'	'United States'
'LCQ'	30.18199921	-82.57689667	'KLCQ'	'America/New_York'	'Lake City Gateway Airport'	'Lake City'	'United States'
'\N'	29.06699944	-81.28379822	'KDED'	'America/New_York'	'Deland Municipal Sidney H Taylor Field'	'DeLand'	'United States'
'\N'	29.904057	-81.68515	'7FL4'	'America/New_York'	'Haller Airpark'	'Green Cove Springs'	'United States'
'\N'	-18.97166634	-62.97533417	'SLPA'	'America/La_Paz'	'Palmar Airport'	'Santa Lucia'	'Peru'
'LGU'	41.79119873	-111.8519974	'KLGU'	'America/Denver'	'Logan-Cache Airport'	'Logan'	'United States'
'BMC'	41.55239868	-112.0619965	'KBMC'	'America/Denver'	'Brigham City Airport'	'Brigham City'	'United States'
'MLD'	42.16659927	-112.2969971	'KMLD'	'America/Denver'	'Malad City Airport'	'Malad City'	'United States'
'ASE'	39.22320175	-106.8690033	'KASE'	'America/Denver'	'Aspen-Pitkin Co/Sardy Field'	'Aspen'	'United States'
'ULV'	54.2682991	48.22669983	'UWLL'	'Europe/Samara'	'Ulyanovsk Baratayevka Airport'	'Ulyanovsk'	'Russia'
'ERV'	29.97669983	-99.08570099	'KERV'	'America/Chicago'	'Kerrville Municipal Louis Schreiner Field'	'Kerrville'	'United States'
'\N'	47.4435997	8.233610153	'LSZF'	'Europe/Zurich'	'Birrfeld Airport'	'Birrfeld'	'Switzerland'
'GED'	38.68920135	-75.35890198	'KGED'	'America/New_York'	'Sussex County Airport'	'Georgetown'	'United States'
'ZSW'	54.33330154	-130.2830048	'CZSW'	'America/Vancouver'	'Prince Rupert/Seal Cove Seaplane Base'	'Prince Rupert'	'Canada'
'GBN'	38.34429932	-98.85919952	'KGBD'	'America/Chicago'	'Great Bend Municipal Airport'	'Great Bend'	'United States'
'HYS'	38.84220123	-99.27320099	'KHYS'	'America/Chicago'	'Hays Regional Airport'	'Hays'	'United States'
'SUS'	38.66210175	-90.65200043	'KSUS'	'America/Chicago'	'Spirit of St Louis Airport'	'Null'	'United States'
'LYU'	47.82450104	-91.83070374	'KELO'	'America/Chicago'	'Ely Municipal Airport'	'Ely'	'United States'
'GPZ'	47.21110153	-93.50980377	'KGPZ'	'America/Chicago'	'Grand Rapids Itasca Co-Gordon Newstrom field'	'Grand Rapids MN'	'United States'
'TVF'	48.06570053	-96.18499756	'KTVF'	'America/Chicago'	'Thief River Falls Regional Airport'	'Thief River Falls'	'United States'
'EGV'	45.93230057	-89.26830292	'KEGV'	'America/Chicago'	'Eagle River Union Airport'	'Eagle River'	'United States'
'ARV'	45.92789841	-89.73090363	'KARV'	'America/Chicago'	'Lakeland-Noble F. Lee Memorial field'	'Minocqua - Woodruff'	'United States'
'IKV'	41.69139862	-93.56639862	'KIKV'	'America/Chicago'	'Ankeny Regional Airport'	'Ankeny'	'United States'
'YBV'	52.358898	-97.018303	'CYBV'	'America/Winnipeg'	'Berens River Airport'	'Berens River'	'Canada'
'NGP'	27.69260025	-97.29109955	'KNGP'	'America/Chicago'	'Corpus Christi Naval Air Station/Truax Field'	'Corpus Christi'	'United States'
'AVX'	33.4049	-118.416	'KAVX'	'America/Los_Angeles'	'Catalina Airport'	'Catalina Island'	'United States'
'MHV'	35.05939865	-118.1520004	'KMHV'	'America/Los_Angeles'	'Mojave Airport'	'Mojave'	'United States'
'ZIN'	46.6766014	7.8790798	'LSMI'	'Europe/Zurich'	'Interlaken Air Base'	'Interlaken'	'Switzerland'
'INQ'	53.06470108	-9.510899544	'EIIR'	'Europe/Dublin'	'Inisheer Aerodrome'	'Inisheer'	'Ireland'
'SWT'	60.70940018	77.66000366	'UNSS'	'Asia/Krasnoyarsk'	'Strezhevoy Airport'	'Strezhevoy'	'Russia'
'HUT'	38.06549835	-97.86060333	'KHUT'	'America/Chicago'	'Hutchinson Municipal Airport'	'Hutchinson'	'United States'
'\N'	34.94609833	69.26499939	'OAIX'	'Asia/Kabul'	'Bagram Air Base'	'Kabul'	'Afghanistan'
'\N'	24.06270027	47.58050156	'OEPS'	'Asia/Riyadh'	'Prince Sultan Air Base'	'Al Kharj'	'Saudi Arabia'
'STJ'	39.77190018	-94.90969849	'KSTJ'	'America/Chicago'	'Rosecrans Memorial Airport'	'Rosecrans'	'United States'
'\N'	47.36360168	17.50079918	'LHPA'	'Europe/Budapest'	'Pápa Air Base'	'Papa'	'Hungary'
'NDZ'	30.70439911	-87.02300262	'KNDZ'	'America/Chicago'	'Whiting Field Naval Air Station South Airport'	'Cuxhaven'	'Germany'
'VOK'	43.93899918	-90.25340271	'KVOK'	'America/Chicago'	'Volk Field'	'Camp Douglas'	'United States'
'GUC'	38.53390121	-106.9329987	'KGUC'	'America/Denver'	'Gunnison Crested Butte Regional Airport'	'Gunnison'	'United States'
'SIA'	34.376701	109.120003	'ZLSN'	'Asia/Shanghai'	'Xi'an Xiguan Airport'	'Xi\\'AN'	'China'
'TOA'	33.80339813	-118.3399963	'KTOA'	'America/Los_Angeles'	'Zamperini Field'	'Torrance'	'United States'
'MBL'	44.2723999	-86.24690247	'KMBL'	'America/New_York'	'Manistee Co Blacker Airport'	'Manistee'	'United States'
'PGD'	26.92020035	-81.9905014	'KPGD'	'America/New_York'	'Charlotte County Airport'	'Punta Gorda'	'United States'
'WFK'	47.28549957	-68.31279755	'KFVE'	'America/New_York'	'Northern Aroostook Regional Airport'	'Frenchville'	'United States'
'JHW'	42.15340042	-79.25800323	'KJHW'	'America/New_York'	'Chautauqua County-Jamestown Airport'	'Jamestown'	'United States'
'YTM'	46.40940094	-74.77999878	'CYFJ'	'America/Toronto'	'La Macaza / Mont-Tremblant International Inc Airport'	'Mont-Tremblant'	'Canada'
'SME'	37.05339813	-84.61589813	'KSME'	'America/New_York'	'Lake Cumberland Regional Airport'	'Somerset'	'United States'
'SHD'	38.26380157	-78.89640045	'KSHD'	'America/New_York'	'Shenandoah Valley Regional Airport'	'Weyers Cave'	'United States'
'DVL'	48.11420059	-98.90879822	'KDVL'	'America/Chicago'	'Devils Lake Regional Airport'	'Devils Lake'	'United States'
'DIK'	46.79740143	-102.802002	'KDIK'	'America/Denver'	'Dickinson Theodore Roosevelt Regional Airport'	'Dickinson'	'United States'
'SDY'	47.70690155	-104.1930008	'KSDY'	'America/Denver'	'Sidney Richland Municipal Airport'	'Sidney'	'United States'
'CDR'	42.83760071	-103.0950012	'KCDR'	'America/Denver'	'Chadron Municipal Airport'	'Chadron'	'United States'
'AIA'	42.05319977	-102.8040009	'KAIA'	'America/Denver'	'Alliance Municipal Airport'	'Alliance'	'United States'
'MCK'	40.20629883	-100.5920029	'KMCK'	'America/Chicago'	'Mc Cook Ben Nelson Regional Airport'	'McCook'	'United States'
'MTH'	24.72610092	-81.05139923	'KMTH'	'America/New_York'	'The Florida Keys Marathon Airport'	'Marathon'	'United States'
'GDV'	47.13869858	-104.8069992	'KGDV'	'America/Denver'	'Dawson Community Airport'	'Glendive'	'United States'
'OLF'	48.0945015	-105.5749969	'KOLF'	'America/Denver'	'L M Clayton Airport'	'Wolf Point'	'United States'
'WYS'	44.68840027	-111.1179962	'KWYS'	'America/Denver'	'Yellowstone Airport'	'West Yellowstone'	'United States'
'ALS'	37.434898	-105.866997	'KALS'	'America/Denver'	'San Luis Valley Regional Bergman Field'	'Alamosa'	'United States'
'CNY'	38.75500107	-109.7549973	'KCNY'	'America/Denver'	'Canyonlands Field'	'Moab'	'United States'
'ELY'	39.29970169	-114.8420029	'KELY'	'America/Los_Angeles'	'Ely Airport Yelland Field'	'Ely'	'United States'
'VEL'	40.4408989	-109.5100021	'KVEL'	'America/Denver'	'Vernal Regional Airport'	'Vernal'	'United States'
'SRR'	33.46279907	-105.5350037	'KSRR'	'America/Denver'	'Sierra Blanca Regional Airport'	'Ruidoso'	'United States'
'SOW'	34.26549912	-110.0059967	'KSOW'	'America/Phoenix'	'Show Low Regional Airport'	'Show Low'	'United States'
'MYL'	44.88970184	-116.1009979	'KMYL'	'America/Denver'	'McCall Municipal Airport'	'McCall'	'United States'
'SMN'	45.12379837	-113.8809967	'KSMN'	'America/Denver'	'Lemhi County Airport'	'Salmon'	'United States'
'MMH'	37.62409973	-118.8379974	'KMMH'	'America/Los_Angeles'	'Mammoth Yosemite Airport'	'Mammoth Lakes'	'United States'
'FRD'	48.52199936	-123.0240021	'KFHR'	'America/Los_Angeles'	'Friday Harbor Airport'	'Friday Harbor'	'United States'
'ESD'	48.70819855	-122.9100037	'KORS'	'America/Los_Angeles'	'Orcas Island Airport'	'Eastsound'	'United States'
'AST'	46.15800095	-123.8789978	'KAST'	'America/Los_Angeles'	'Astoria Regional Airport'	'Astoria'	'United States'
'ONP'	44.58039856	-124.0579987	'KONP'	'America/Los_Angeles'	'Newport Municipal Airport'	'Newport'	'United States'
'EMK'	62.78609848	-164.4909973	'PAEM'	'America/Anchorage'	'Emmonak Airport'	'Emmonak'	'United States'
'UNK'	63.88840103	-160.798996	'PAUN'	'America/Anchorage'	'Unalakleet Airport'	'Unalakleet'	'United States'
'UUK'	70.33080292	-149.5980072	'PAKU'	'America/Anchorage'	'Ugnu-Kuparuk Airport'	'Kuparuk'	'United States'
'SHX'	62.69229889	-159.5690002	'PAHX'	'America/Anchorage'	'Shageluk Airport'	'Shageluk'	'United States'
'NUI'	70.20999908	-151.0059967	'PAQT'	'America/Anchorage'	'Nuiqsut Airport'	'Nuiqsut'	'United States'
'EEK'	60.21367264	-162.0438843	'PAEE'	'America/Anchorage'	'Eek Airport'	'Eek'	'United States'
'KUK'	60.87440109	-162.5240021	'PFKA'	'America/Anchorage'	'Kasigluk Airport'	'Kasigluk'	'United States'
'KWT'	60.79029846	-161.4440002	'PFKW'	'America/Anchorage'	'Kwethluk Airport'	'Kwethluk'	'United States'
'KWK'	59.876499	-163.169005	'PAGG'	'America/Anchorage'	'Kwigillingok Airport'	'Kwigillingok'	'United States'
'MLL'	61.86429977	-162.026001	'PADM'	'America/Anchorage'	'Marshall Don Hunter Sr Airport'	'Marshall'	'United States'
'RSH'	61.77888489	-161.319458	'PARS'	'America/Anchorage'	'Russian Mission Airport'	'Russian Mission'	'United States'
'KGK'	59.72660065	-157.2590027	'PAJZ'	'America/Anchorage'	'Koliganek Airport'	'Koliganek'	'United States'
'KMO'	58.99020004	-159.0500031	'PAMB'	'America/Anchorage'	'Manokotak Airport'	'Manokotak'	'United States'
'CIK'	66.64499664	-143.7400055	'PACI'	'America/Anchorage'	'Chalkyitsik Airport'	'Chalkyitsik'	'United States'
'EAA'	64.77639771	-141.151001	'PAEG'	'America/Anchorage'	'Eagle Airport'	'Eagle'	'United States'
'HUS'	66.04109955	-154.2630005	'PAHU'	'America/Anchorage'	'Hughes Airport'	'Hughes'	'United States'
'HSL'	65.69789886	-156.3509979	'PAHL'	'America/Anchorage'	'Huslia Airport'	'Huslia'	'United States'
'NUL'	64.72930145	-158.0740051	'PANU'	'America/Anchorage'	'Nulato Airport'	'Nulato'	'United States'
'VEE'	67.00869751	-146.3659973	'PAVE'	'America/Anchorage'	'Venetie Airport'	'Venetie'	'United States'
'WBQ'	66.36219788	-147.4069977	'PAWB'	'America/Anchorage'	'Beaver Airport'	'Beaver'	'United States'
'CEM'	65.57379913	-144.7830048	'PACE'	'America/Anchorage'	'Central Airport'	'Central'	'United States'
'SHG'	66.88809967	-157.1620026	'PAGH'	'America/Anchorage'	'Shungnak Airport'	'Shungnak'	'United States'
'IYK'	35.65879822	-117.8300018	'KIYK'	'America/Los_Angeles'	'Inyokern Airport'	'Inyokern'	'United States'
'VIS'	36.31869888	-119.3929977	'KVIS'	'America/Los_Angeles'	'Visalia Municipal Airport'	'Visalia'	'United States'
'MCE'	37.28469849	-120.5139999	'KMCE'	'America/Los_Angeles'	'Merced Regional Macready Field'	'Merced'	'United States'
'CYR'	-34.45640182	-57.77059937	'SUCA'	'America/Montevideo'	'Laguna de Los Patos International Airport'	'Colonia'	'Uruguay'
'CPQ'	-22.85919952	-47.10820007	'SDAM'	'America/Sao_Paulo'	'Amarais Airport'	'Campinas'	'Brazil'
'\N'	33.42250061	-112.3759995	'KGYR'	'America/Phoenix'	'Phoenix Goodyear Airport'	'Goodyear'	'United States'
'TWB'	-27.5428009	151.9160004	'YTWB'	'Australia/Brisbane'	'Toowoomba Airport'	'Toowoomba'	'Australia'
'\N'	-27.405633	141.809458	'YLLE'	'Australia/Brisbane'	'Ballera Airport'	'Ballera'	'Australia'
'\N'	-27.56040607	152.3404598	'YGAT'	'Australia/Brisbane'	'Gatton Campus Airport'	'Gatton'	'Australia'
'AYK'	50.3185997	66.95279694	'UAUR'	'Asia/Qyzylorda'	'Arkalyk North Airport'	'Arkalyk'	'Kazakhstan'
'\N'	48.61277771	9.477222443	'EDTN'	'Europe/Berlin'	'Nabern/Teck Airport'	'Kirchheim-Teck'	'Germany'
'AGN'	57.503601	-134.585007	'PAGN'	'America/Anchorage'	'Angoon Seaplane Base'	'Angoon'	'United States'
'ELV'	58.19520187	-136.3470001	'PAEL'	'America/Anchorage'	'Elfin Cove Seaplane Base'	'Elfin Cove'	'United States'
'FNR'	58.25439835	-134.897995	'PANR'	'America/Anchorage'	'Funter Bay Seaplane Base'	'Funter Bay'	'United States'
'HNH'	58.0961	-135.410111	'PAOH'	'America/Anchorage'	'Hoonah Airport'	'Hoonah'	'United States'
'AFE'	56.96139908	-133.9100037	'PAFE'	'America/Anchorage'	'Kake Airport'	'Kake'	'United States'
'MTM'	55.13100052	-131.5780029	'PAMM'	'America/Anchorage'	'Metlakatla Seaplane Base'	'Metakatla'	'United States'
'HYG'	55.20629883	-132.8280029	'PAHY'	'America/Anchorage'	'Hydaburg Seaplane Base'	'Hydaburg'	'United States'
'EGX'	58.1855011	-157.375	'PAII'	'America/Anchorage'	'Egegik Airport'	'Egegik'	'United States'
'KPV'	55.905998	-159.162993	'PAPE'	'America/Anchorage'	'Perryville Airport'	'Perryville'	'United States'
'PIP'	57.58039856	-157.5720062	'PAPN'	'America/Anchorage'	'Pilot Point Airport'	'Pilot Point'	'United States'
'WSN'	58.70339966	-157.0079956	'PFWS'	'America/Anchorage'	'South Naknek Nr 2 Airport'	'South Naknek'	'United States'
'AKK'	56.93870163	-154.1829987	'PAKH'	'America/Anchorage'	'Akhiok Airport'	'Akhiok'	'United States'
'KYK'	57.56710052	-154.4499969	'PAKY'	'America/Anchorage'	'Karluk Airport'	'Karluk'	'United States'
